id,layer_1,layer_2,layer_3,layer_4
73,163.6129249645616,181.66665699766935,175.49731987281598,122.48853839966719
74,148.4425777961917,136.98194502459228,215.0023114433752,150.59109794633224
75,220.86924276263085,176.04741690208164,222.87885523504193,212.8556038350761
76,160.19467718327473,155.01489475648376,124.49184332420221,213.07154932357886
77,90.25908010502611,122.30678933725834,95.96457779025806,188.89367063495055
78,203.27381510492265,143.71427995298154,153.10578139814504,120.41247603665286
79,154.78443978159106,167.93386651571402,168.5075472808089,198.68218663606265
80,140.37652654542632,127.6059840611289,89.8829707749409,224.80883190412123
81,170.4705895982657,164.46682040487917,155.1953325358459,218.9454676765374
82,83.8415837835079,134.2564857056096,90.55926196207727,192.69502272301418
83,76.07909877367987,160.38338495810123,146.62675586895594,147.42889053711983
84,97.37887003610813,130.2181106377661,100.97775942553915,125.26005733806967
85,162.68839832317286,217.54947671535257,227.89817582909185,78.56454227257066
86,163.12172637767057,150.54403076976644,208.73733031603078,160.39814482320907
87,161.70720072482848,168.1434847386374,138.63390120086498,197.7936022390776
88,183.77425676038328,149.05800491502515,146.43685741161343,168.0254122838381
89,225.2651717240246,207.57309495957028,219.6752208119328,173.72983868422224
90,93.6528956048009,105.08472284185652,104.2481236366158,118.29997414788744
91,219.60505613148325,185.21549781704397,242.3291810089888,199.42807825947153
92,139.30103060708575,126.55080017879878,130.83846125625263,126.63168058849145
93,73.87206004350487,88.87701365816605,69.90843231053357,170.4039051114862
94,120.42566706376772,120.8381886509284,94.30328928905996,93.29850192227629
95,257.9321172309749,181.20922013036923,200.44377198982113,187.3299075897381
96,210.10002198099085,208.24028566025711,220.18877288355594,211.96893581024244
97,255.55904807874165,225.601885579621,268.5147335968387,182.07948256743126
98,184.75938729921413,181.0492224539332,178.3915655434906,128.66405056276773
99,205.99655489792661,187.50262679476305,141.30527258853604,174.07633495663407
100,127.87298638159612,133.89740446687884,111.26360470081212,209.8097721938805
101,102.57393234944357,127.34399294928302,108.97544567783694,191.37280651163246
102,196.54773362214237,183.30765776157716,166.32925249837234,148.14731342119765
103,110.81904491642908,105.26410351496298,93.17795790215708,95.03103696386891
104,93.17346872306432,131.7135794374224,121.82528364649087,92.5714828289011
105,168.93554552577035,224.99755594597207,237.35022109757935,113.7642700753958
106,144.69730175841192,152.9892266369877,146.02369609145046,147.08265108954743
107,131.09040319869925,110.02512809018954,96.47819995072261,109.91279137866731
108,123.60679883488704,140.6077057371373,110.49059679890773,169.60019874961645
109,146.53379305595135,126.68467534225108,126.97956058668646,190.186742296551
110,198.99663159916665,173.03927919309922,144.36847774708062,218.97834648059472
111,139.04660382004394,123.57900215816457,73.47148482160502,191.1196153590454
112,158.38979366159094,149.31511756091797,140.11616692768402,200.7831909999979
113,280.3419815443853,234.68464364210698,269.44200479381004,192.14903229474515
114,197.01986578293196,150.0560108494285,203.902995626854,103.08048020646977
115,194.40731188316687,206.5188731525908,205.52572383604783,90.26702275664371
116,138.454109568714,145.01322685787906,131.78723012605633,179.40869282234686
117,223.23256587571043,197.71463617701588,224.20105160238768,207.43673107503423
118,116.48117306565052,102.67147451517987,97.08265971775637,166.25156719033816
119,206.9487601239065,169.92317978673051,209.97294255266266,204.58830606270962
120,116.72189709175467,131.33379704335044,74.30831166619795,184.33688469007484
121,186.1920309075578,157.89746213578644,144.4112262915379,152.62689693869794
122,139.60861552381658,162.86364099280067,155.30707830452198,198.79155190921412
123,165.359475995882,215.52569955235992,238.16615353567863,140.42210823023922
124,83.7053861336056,108.08234226357115,106.20947439126834,94.1475102073228
125,71.86951153736467,90.09492703086457,106.2080664168466,122.04039839945614
126,214.86032631236242,167.34152814675286,217.7360892088243,82.66228103376346
127,109.78831209761215,176.28237023039506,205.32900832564465,99.06834454526087
128,62.7152449621677,102.3819041862352,103.3705690182605,110.67539577507941
129,131.05568007853586,118.52985391725417,101.36851977247566,205.37081132835732
130,176.03696267078607,189.73567603261293,221.96296797510584,173.70989881292482
131,184.60969378270892,199.41903038598835,199.41625744492214,142.14893827637732
132,101.61799195120612,148.15000321665545,200.17764781317237,143.71730614202875
133,175.7198437560394,206.56619409993277,209.97484799353546,265.16092339344095
134,142.1087036076438,147.94408015823998,171.51210228634983,210.56882061496668
135,75.981550398913,93.94426479928691,61.37712718560955,154.5363765922434
136,71.32415745558299,110.54448770418716,120.70992410149728,18.66403417619942
137,123.7077956730488,127.87515548610789,111.7267696171282,173.31423219751056
138,122.66796845796104,139.01083472976788,117.8624566290434,151.22769279372585
139,183.31327507021467,152.7091295795503,122.51205444821503,197.35595020356394
140,170.51784098783807,133.79460466889296,124.36877052208153,182.34445799493886
141,209.21637696462116,180.28728488659908,195.18315840024962,126.18595340962744
142,176.27233714470702,186.05400364967656,208.69383444658135,85.93424986065816
143,144.83316481803573,138.9960753417988,140.6943465552943,177.1909623710801
144,129.86886290596016,147.54274833102966,112.94368786040411,236.5481376195616
145,104.94818524276711,142.6359021141857,140.0490942925444,83.65131327603447
146,110.35129591753218,135.3801652088572,73.03192862471975,157.4747879819716
147,195.00560172867299,175.67194921528127,213.87692151588567,47.99307292899061
148,173.709884697633,141.05209242637656,141.75063529907536,219.17703923803757
149,158.02871696061067,170.68898202544707,144.17056334903373,205.4977873496607
150,115.18565593504884,82.3375657612359,58.46368943497716,107.8425421207876
151,139.65612239298002,130.6064429587189,141.51324669230667,161.55097047285153
152,128.1471586255546,196.75146338143304,184.43350565445235,179.5279130166516
153,128.3388050688065,174.87814764369764,202.32130668674424,133.4786088940374
154,110.23274983030215,137.92759436226817,153.18612211646408,253.05005471882978
155,109.70187387152394,128.12460163905672,94.00212783386863,98.76304477504499
156,115.95104284018598,179.18103596815618,184.83121518667062,214.64149027232725
157,184.60939477305152,163.19644701115678,168.2917146138336,227.68144057430376
158,132.71674259416554,143.8234834707366,113.8299071879051,75.60803663605077
159,140.5027577724853,156.35320444370657,175.49995786204624,70.52633148425981
160,130.59062231828042,127.76676457447698,117.14105971769328,215.73615517134692
161,180.4054646260221,151.53518244824159,166.59415758337983,193.89122044859366
162,122.36792124825614,108.63653239811569,62.55666791876015,158.4098487661002
163,161.09209613021292,151.29611132514626,173.98963748342308,234.69541164613125
164,83.54258559642209,102.66831065411078,82.14326141837554,155.62297166721973
165,150.10999056945545,157.8653293784323,184.63999625115434,73.7331725907605
166,185.39040586858272,158.78180625301326,185.45666391171554,147.91079084778013
167,148.76958455805837,150.94420316866675,146.66066119111773,248.43581274597483
168,112.39725398117656,128.36344130352703,73.8381559798519,206.68853374553893
169,109.67412873566408,142.40223099064627,202.08333697589953,215.64337930684525
170,172.13870046990283,148.07831778920863,146.20735622433418,139.90919403141424
171,176.09226155903048,195.19094362068944,205.28534623408126,134.8703452625493
172,142.682907819292,162.33943182561816,176.53719308555233,70.53611475845594
173,155.36401744072612,154.71900785986963,175.06575698843795,169.84564529442906
174,83.16308548834955,92.44180996770305,56.8991309868643,175.152706577995
175,133.96566999045868,163.85056068775987,153.25157997640372,202.6148770550423
176,166.1625113490879,163.36545482038042,126.29900493773056,290.3539017238725
177,139.3816218993996,151.66043452580917,166.50103091954745,210.78478477777506
178,203.49705307641818,173.10961645253641,240.5575371465175,244.0840277832619
179,186.4320760089529,128.42637203262316,243.40112458916238,65.44728551075602
180,160.83006034059235,130.50893771279587,145.79689168924642,25.355745552002357
181,152.90177734780886,170.94467766176666,214.76144763210743,153.98772875420866
182,254.0142723485141,189.04108040015694,224.15103715951216,208.3236366245208
183,125.43516722331019,164.89899904794302,206.3022650090955,229.48637381264473
184,108.34604617202322,133.6869287101438,101.93492101574819,75.23096759177065
185,102.49658984861225,100.9469687124115,51.58745106340633,159.885331261084
186,38.94368323273482,162.97188474873442,178.60275054837163,219.95479528758196
187,158.66826076875705,164.48009442622492,181.87903348033717,88.68524563061708
188,131.91835818307538,141.53312844834917,163.46253641403814,180.95844886480728
189,186.27396787784505,146.60752800903086,129.16174763039658,140.24180162724855
190,115.62053458084544,176.07700285623656,124.61337297341151,163.08635554177627
191,142.5718281095349,148.118599704974,216.1494168718016,181.129431332487
192,121.40110037645074,134.0143843612761,126.33235988227322,175.47648108990066
193,126.40442206620229,115.89866191122175,73.43967340038046,194.6783562040359
194,100.61048586397507,189.52705264009313,215.00097324910982,183.99718092399198
195,135.9764298988596,151.65197287078414,157.06058220390207,186.95058603299793
196,131.1644393367617,110.94761831531794,86.56254802244274,154.25634555254183
197,110.7604036224981,92.08571987129059,103.0099773721257,127.4717250850101
198,183.97064128488432,150.08427329660282,199.91352581603977,162.63265579005707
199,176.55551916490677,169.04824108465846,134.1634631556733,228.25154081378227
200,164.53652680452217,141.49595090403608,108.07971976280159,206.4319240824847
201,72.647560240266,160.01353073077922,140.85643521193322,186.02262555859343
202,166.9053414876533,157.71353502117674,112.30110573993521,262.61039040779696
203,140.03436728721672,124.23890939941263,75.23843736918799,131.6004960933062
204,127.29289043747846,121.95767442335975,99.79252199586723,225.1614887090943
205,139.21313194656847,148.3822780808794,167.09852619475163,34.74152342690897
206,140.55400834564088,160.01220948583503,230.22978736689493,102.00149697131751
207,145.0024481800065,162.55116844995226,207.27057503090973,195.3659588435017
208,187.49398040958536,159.3789764955849,143.21622230615796,166.70684964251984
209,198.3038803933335,184.3867304909376,213.8320298983555,125.93402389173312
210,188.8168616776026,181.3751324592077,125.93240211981932,230.82663978947042
211,77.16016463302724,113.2874683650598,137.60605632795813,133.6431171627393
212,140.97772751263147,155.24403877228275,153.06075208501534,209.2460346890342
213,209.50242179370076,205.96942073958886,160.72783841213342,108.36194993624798
214,141.1121374047938,163.736065024363,159.8788380292795,236.9797927753664
215,143.817304188442,157.11843908492364,107.81525080817936,8.373670130936173
216,189.8886195616938,163.63373590336414,151.27410427047283,202.27058352085868
217,174.61668304943626,177.85788451527316,137.23608421778576,187.25673865180372
218,130.33492829611123,167.9046733316285,183.72858828717142,138.37212336453632
219,152.24977929794122,123.99300022837335,115.47123613829662,114.01158837750386
220,141.61212948590557,98.16575241218187,83.9349131726941,166.8629461506155
221,92.99858787474564,175.43108384607646,194.17571707454735,263.46482176895836
222,128.6020988147673,123.65114112537474,81.83972018513747,64.61645372473032
223,163.44835824515079,177.44928649148596,229.49992455888994,187.7372614989333
224,131.65754516875398,146.7971910356242,180.8826054627672,160.72115843607872
225,158.6310068393531,92.49403810135382,145.81598001168254,224.94992739425584
226,88.33666462191898,101.67063995967331,91.53841170390871,91.05332721108597
227,214.92387175012232,143.86780980641402,205.44211581185274,92.85268143448164
228,215.03174480690512,177.23993889307326,203.7727432515211,161.4582438822419
229,85.61939181593513,111.79747003121076,82.01689417383795,182.14553262036773
230,167.3280541640236,139.01527375285428,96.60385723315072,219.0100170033672
231,167.8145327609095,155.3943811924917,179.60773308503389,67.58602348179531
232,194.82046198336883,152.1799743989131,202.34836538627613,156.19127081458683
233,91.63933192278229,112.3269618781632,93.90625607473774,46.51298380815219
234,119.09361210309572,106.9684503540676,55.95885633590802,188.82296370273724
235,113.53236308784811,145.66100931342027,111.15207708036193,176.42973925366962
236,114.09495282615714,159.17071717928306,194.8066420728376,170.07379295428404
237,211.05862955992674,180.74954135456622,156.84499378146347,185.8492097071234
238,162.74718780930135,164.83349415689864,157.83597705919928,140.46833188260538
239,138.55098940563133,158.61857052609935,173.75900901926883,93.3885023369872
240,213.952991516891,178.71344993466832,183.30246888303896,128.09765977723828
241,159.18424531456841,157.24280264599753,155.6222236852304,104.15073293671827
242,212.5506233038277,201.05695546036154,181.67866894153067,184.48166848713115
243,194.0957004400657,214.18363402672603,236.9057847613132,110.956875293722
244,183.69046422153633,171.53902722994144,178.8549842712214,156.1974673354318
245,179.69992976419414,187.09601084216825,182.6441257182397,50.39972209330144
246,213.165044329879,184.9219363834623,244.57901278483615,205.984249284115
247,178.9664008326705,157.8774723964951,216.540392094225,119.34050133224848
248,142.34570540446163,138.14421298967463,149.73459641648995,58.69879356457214
249,172.7178959242827,156.85642679585885,204.9252356476777,180.8350739981808
250,255.8946880419833,214.226632800542,253.40971256914318,201.36781759491518
251,134.33219543073324,143.07970178581405,155.23635877630045,179.11396921556852
252,87.36633772235594,158.54836451084626,105.94139897147335,76.31517928187553
253,184.78030214025247,154.12964427322487,233.39529405163387,179.47420601820343
254,165.03064965609872,140.56923369941484,115.44733234835566,182.80184626408857
255,262.39984057492956,234.20820757951623,277.1375475422433,245.99052548124828
256,148.04605022722814,137.79380285165672,168.2800270822756,219.39718606844002
257,217.9442889449097,190.4143348093562,228.66656994742607,46.800343387941
258,187.3202599339747,166.58416494383627,224.68656460639025,100.07845367796615
259,231.2416724902749,173.55105340052702,210.779084316305,141.47279154329038
260,123.25378590430978,125.2163955662421,65.77498371714324,203.7272402783021
261,220.68383010343805,189.783408276022,230.25780791461668,227.30053720529722
262,163.08027735284156,135.46872279197444,162.2279654536483,197.74829016082833
263,178.98644114168587,138.40426621935015,148.52168892907522,224.82807273422756
264,159.70327606654493,152.53173210285203,114.67752747947806,196.11497488932295
265,257.33108205659465,222.51418076016267,250.89966933365443,87.67343295188816
266,239.11919415723943,241.10178708268805,256.849886775667,254.74551244099206
267,208.24505468571644,174.52856134239505,204.20887766885838,122.80796736009665
268,90.34719568873432,108.52567797922237,80.21167524032147,190.97374913171765
269,178.6053580668021,166.55392169953734,205.01955644556202,209.6838247078502
270,109.25986072449388,139.5503080888479,66.55253946405263,204.91859999800894
271,181.33581721629645,153.7463982200147,199.59871900998408,175.17973341122206
272,78.11420257431499,102.61714419503441,120.61723633949896,61.419760039800586
273,124.62261981136189,126.44517804031369,77.90663181876201,168.76972342086876
274,133.92477662081475,160.43285572893933,103.18656131911571,181.04902821416704
275,220.5755448527061,200.20506838534007,215.97662292415586,141.93811525204643
276,186.39850601511438,209.61210063435144,209.32414688027293,142.3724907523409
277,104.08560412029709,129.98902443357338,103.23415049322983,201.96539956627967
278,96.17928791744156,103.19385319270725,78.41531160749498,146.06909204567225
279,173.78846640772946,157.47607469645925,155.3452425425445,135.2909002737252
280,214.35725164383655,211.5648849060253,241.05090562843452,110.53689792822013
281,129.89562327691448,135.77331185572714,84.90187133610968,187.3705450346575
282,147.10052839447886,152.53579975428488,106.25375986096216,227.8119289222809
283,188.7234377612223,187.34425331392507,188.4770685060122,134.84953038980282
284,129.22452179297957,152.05563132245965,116.0265199937363,183.83264533065417
285,139.96026415269458,143.5841121744159,117.3682495536483,170.93024958324128
286,195.91255246542528,146.09819248580797,127.25111176855482,191.29441375275675
287,119.82142853895813,123.1634858289111,78.78986429586298,137.7888389005362
288,137.13072995425895,156.22620111529787,143.13999753125074,248.74565870365436
289,170.5626588268461,157.57552864391445,177.99905514620252,205.94262858379864
290,156.44819611223502,165.4060814354544,145.630385314319,217.92326139519852
291,211.0066737695113,204.88556863950453,214.0246955273062,100.2195946718025
292,137.39653614186574,147.7768059596379,148.03269892531173,117.60668765292966
293,108.5266477790559,138.39542698661307,118.40497961637124,194.89840244853792
294,103.16674610143656,122.48992591424631,55.16550499674487,173.80720145159654
295,159.07533887841703,159.474034583476,167.09909002570885,177.57461377532053
296,107.66797746981194,144.40069360172475,159.46268626623623,210.4376539278589
297,177.15989573127436,186.22372926912024,192.41497704004678,86.72656886630153
298,98.42937161946213,106.18640624000422,77.68771564962901,177.83695530824204
299,82.9265219257394,108.3546653405785,48.90829900545462,56.27187138537905
300,128.99785747127476,126.21764160447462,116.02640208666084,173.4796677415355
301,189.53264667937344,150.08707343177537,150.01225040781475,171.94466288997089
302,177.40991884579776,136.46761484972035,194.14138499163684,214.58854808486086
303,132.44429071552594,98.67566919514738,92.13858393968097,168.89356131040344
304,138.2623949696223,126.00834986380418,107.93101985260543,173.77428931479912
305,127.37108095590197,152.56344785379312,157.5473732461929,152.94291035883685
306,162.7459804615489,136.6550512419097,68.84408446377232,54.92887828210272
307,137.73172426107507,159.99927936813273,173.8873302968537,114.30925727824781
308,239.2476969153451,216.53180419288563,234.3848280372284,197.54131310844568
309,149.50737691642632,173.4634978254278,169.161620003139,80.82519952087887
310,104.21689368590089,92.73779567820344,77.84055383729854,88.84175195530467
311,202.88279160819928,187.12930430092365,206.5625638595405,92.57820104330519
312,180.51301618128915,150.38932643640118,164.81180478384584,21.95861019146971
313,149.3911725710702,159.83620841172103,203.5347187378585,180.35301577409706
314,212.68665364385555,156.3272302716283,125.406336873093,198.8551845598861
315,141.3009880505922,190.34373398996217,207.89470570263543,165.82385565337887
316,112.95812547349544,136.9615034241852,100.13818195746332,198.92679507453786
317,152.5038056542473,120.61633412531343,119.49748700719398,165.1382172171056
318,141.30437840754024,145.24569999137762,137.46258794883147,165.29259407934913
319,190.06544349569575,194.92123707268976,155.28061851513723,129.4219255649208
320,139.8848249386359,149.55797011671942,91.25600673891097,171.81287073350552
321,269.60691163735225,262.23617745265955,266.61174410782155,266.25077377193713
322,130.32553745376603,127.72678936097873,97.44999701193255,149.83866396517791
323,92.03547665305007,111.22799035196303,76.51741964579494,185.5529770215495
324,167.57750035305756,150.95800566862144,126.25860976814667,259.5848632835654
325,152.50288862641088,147.9375509178253,183.3913910308997,246.83635798957434
326,135.6725345358224,171.52674271985194,188.31970732517522,158.3236880758711
327,71.35462196937881,114.810634307898,77.51557764864846,147.07164472964135
328,226.313608565083,175.48702717245268,238.98113305354127,45.41086385765494
329,163.11270971914303,178.9094572760957,191.46911550059613,184.35312607401295
330,187.51209423511781,188.4162255917757,208.95883382085773,95.19450009057572
331,125.67342737415672,180.36376434597543,154.09261344978609,170.2021452177742
332,176.79192132474464,162.4129510749662,150.88461876958837,146.12738347625185
333,196.2541877108297,160.23450326420573,128.96029733730506,72.08650516094953
334,168.1965127436901,114.73429646429747,35.880073381522614,188.56382638700524
335,189.45356036745392,151.76708543158946,185.51343390524104,139.58117261317557
336,100.70290095278872,118.24316428882113,84.92355440184764,71.64149645068407
337,249.0778789217094,193.78355435824065,248.11732274601337,154.00871905997326
338,157.0526763489002,134.11479797223694,103.03458385544965,199.99454435540812
339,233.5075298521189,219.31274471508013,259.70391672763503,248.79989274508256
340,132.14628272395836,123.67859287884518,167.18287564645448,182.8174365706043
341,217.3649766638227,228.5101850208085,266.34952282525865,165.56852683892208
342,207.9233420629587,235.3922970004779,258.48719807151133,207.51048111406598
343,257.4918889611546,209.3777056544803,276.77598917079223,223.4804968538483
344,94.31898300692971,125.32764559865855,102.38116928321887,189.6094447178603
345,215.4578137776883,210.63421703101886,248.6845986642226,95.839681592797
346,175.47114906797347,148.91701797126953,201.47375503312753,166.12933068063913
347,66.47878086231992,160.87413180856012,114.36329360353747,236.27261903581575
348,203.19312998303784,157.21961395972778,131.34397711019554,232.88581558887353
349,123.32053442076842,138.49975071079143,85.0097537905571,148.37936975869061
350,182.87435381531907,162.29253065594403,169.17626394646007,149.2233554277314
351,169.91413384077993,159.27673356370815,149.1795833351055,188.7729657739704
352,221.31444563759086,149.43963487033812,263.2645475387858,209.92524442260677
353,198.40168120749968,194.71226970394542,169.89464880725876,142.3545018060249
354,101.53881503801068,104.5998872718207,82.16000577369698,175.69469095934986
355,174.84111277604623,185.79051170661884,203.99555855091455,212.1291320548214
356,176.04386089885696,150.13559322016792,167.39589334938685,199.22024293175005
357,148.961552636181,135.101188052452,107.5042264152621,157.93616299306754
358,181.59128175757647,154.84141965793663,177.99680369113668,126.09356309770057
359,93.51979470158767,152.55014317038442,125.64728643354493,198.8013242547598
360,163.08151747668734,134.6381175144443,107.6171542857284,119.35054568383502
361,153.69938343298537,153.3616197645215,222.46651004008862,189.7040888261349
362,89.79875153902263,92.35716931478525,81.04401388023813,162.6658895739809
363,88.9761527775465,151.05594581075957,254.88262642563834,71.42719785048286
364,158.3963691036803,145.22770113825484,121.25257228145587,180.70538158446863
365,226.87686589915972,221.5886016175576,226.68255050004785,171.77707797374885
366,116.08088763938984,146.40172890483572,148.30122371197416,126.64783746401712
367,114.79023119024417,128.68130313551285,97.49407039694756,145.47467238035787
368,172.60525697033498,163.43242906409282,147.414948738908,194.9302644438525
369,155.65476835783966,165.05403564090886,137.2754708819672,136.91393566645107
370,122.15483510728052,147.89732698425334,149.54788770538192,66.04295109274398
371,199.94443462266761,153.92069359924866,256.0011388295163,234.7219757545027
372,125.62156005623098,127.21388510624853,56.533785833037506,182.45091533994787
373,138.00902040235943,145.84431915564977,180.5398256527284,161.26104269902376
374,152.48131018358347,143.76485518685854,153.075287189227,200.06954973131656
375,215.97309832162634,217.5579257445683,199.14651005645612,274.1607627961682
376,121.35435450047983,143.6481543170651,177.32551357787403,86.74277270969199
377,140.44860463501672,162.9564907514807,186.32255283907904,174.75516593645492
378,142.10232321354545,147.87545217038175,132.57668301523415,112.16427038419774
379,230.0724876017983,200.10836651899297,251.01574138990838,162.13342177883482
380,146.59251302069106,139.92485443472435,178.91659056924635,203.70640029116723
381,159.97834585952762,107.28921889873118,128.08832837673646,230.5326451427452
382,199.4222915479463,204.5421807744729,195.17557598921837,147.97513744036797
383,66.57598178722812,91.08652922870124,68.30173218440706,138.0827313745018
384,88.38182413123728,175.43131980733162,145.7313913780567,50.260271573448875
385,74.652969108749,93.72652557560846,70.57777774355385,172.32552991941236
386,148.25902605961653,158.14034678495105,161.95602270330934,217.31484825779938
387,127.7942612473112,98.13265886743966,160.06527616364374,220.78441187335468
388,143.70678409946944,126.9519319169507,140.28618618232753,88.02310485808079
389,120.08464368314257,159.4344482854927,174.52487936785653,196.87139775319667
390,184.07092493109474,158.84413014005352,165.692744094629,151.53136338709444
391,205.9167198324459,184.63083126478327,234.13750670472317,179.14809012285542
392,150.8562228817515,168.01287225061776,195.98691831668566,100.04580118309873
393,161.3137353620696,185.0863100217773,140.81598821277413,103.23432442578991
394,175.93573308752406,155.48527048196044,145.67049119257845,138.73198927698107
395,137.50081862954835,152.2752971649221,144.44823020360863,207.37732984081381
396,113.21860773146858,159.05194689197134,154.61285944806386,185.86469993165417
397,150.12543954155026,153.59079237014782,151.41168649319752,163.3068539722255
398,143.71191380644643,137.87867928379765,99.25047504586487,155.207353213938
399,134.09834645263066,156.12428190932866,167.9369891149237,163.60541611593652
400,83.83034706282251,122.32536381104624,134.84100833883463,179.14560250122423
401,124.85966620096545,127.3141200780694,127.8549035698616,129.42753372120126
402,184.84425606315247,154.54420637623565,129.33560901586722,197.35446527474755
403,175.52172448757608,160.72887624818247,111.2745308121347,135.40090085420732
404,183.64716847222604,163.09156763767618,203.64578903045128,161.29287640886758
405,196.7218804722465,151.27002546141392,152.19698350300473,233.75304174428902
406,140.54816937433077,137.17608379301745,145.55036907130125,117.35723957132392
407,211.4038284264808,215.08070864703498,230.55797535151243,183.09378512896117
408,225.36390033261546,205.57891723376005,213.82248117934887,187.1988384971016
409,151.20290563283504,170.8605791703021,144.57014823342286,147.83089263119086
410,177.50673298873355,178.04316813342035,192.65580276396778,141.71020736142165
